ticker,company name,short name,industry,sector,name change effective date
RES,RPC Inc.,RPC,Oil & Gas - Services,Energy,
RESI,Front Yard Residential Corporation,Front Yard Residential,REITs,Real Estate,
RESN,Resonant Inc.,Resonant,Semiconductors,Technology,
RETA,Reata Pharmaceuticals Inc.,Reata Pharmaceuticals,Biotechnology,Healthcare,
RETL,Direxion Daily Retail Bull 3X Shares,Direxion Daily Retail Bull 3X Shares,,,
RETO,ReTo Eco-Solutions Inc.,ReTo Eco-Solutions,Building Materials,Basic Materials,
REV,Revlon Inc.,Revlon,Consumer Packaged Goods,Consumer Defensive,
REVG,REV Group Inc.,REV,Autos,Consumer Cyclical,
REX,REX American Resources Corporation,REX American Resources,Chemicals,Basic Materials,
REXR,Rexford Industrial Realty Inc.,Rexford Industrial Realty,REITs,Real Estate,
REZ,iShares Trust Residential Real Estate,iShares Trust Residential Real Estate,,,
REZI,Resideo Technologies Inc.,Resideo,Consulting & Outsourcing,Industrials,
RF,Regions Financial Corporation,Regions Financial,Banks,Financial Services,
RFG,Invesco S&P Midcap 400 Pure Growth,Invesco S&P Midcap 400 Pure Growth,,,
RFI,Cohen & Steers Total Return Realty Fund Inc.,Cohen & Steers Total Return Realty Fund,Asset Management,Financial Services,
RFIL,RF Industries Ltd.,RF Industries,Computer Hardware,Technology,
RFL,Rafael Holdings Inc. Class B,Rafael B,Biotechnology,Healthcare,
RFP,Resolute Forest Products Inc.,Resolute Forest Products,Forest Products,Basic Materials,
RFV,Invesco S&P Midcap 400 Pure Value,Invesco S&P Midcap 400 Pure Value,,,
RGA,Reinsurance Group of America Incorporated,Reinsurance of America Incorporated,Insurance - Specialty,Financial Services,
RGCO,RGC Resources Inc.,RGC Resources,Utilities - Regulated,Utilities,
RGEN,Repligen Corporation,Repligen,Biotechnology,Healthcare,
RGI,Invesco S&P 500 Equal Weight Industrials Portfolio,Invesco S&P 500 Equal Weight Industrials Portfolio,,,
RGLD,Royal Gold Inc.,Royal Gold,Metals & Mining,Basic Materials,
RGLS,Regulus Therapeutics Inc.,Regulus Therapeutics,Biotechnology,Healthcare,
RGNX,REGENXBIO Inc.,REGENXBIO,Biotechnology,Healthcare,
RGR,Sturm Ruger & Company Inc.,Sturm Ruger & Company,Aerospace & Defense,Industrials,
RGS,Regis Corporation,Regis,Personal Services,Consumer Cyclical,
RGSE,Real Goods Solar Inc.,Real Goods Solar,Semiconductors,Technology,
RGT,Royce Global Value Trust Inc.,Royce Global Value Trust,Asset Management,Financial Services,
RH,RH,RH,Retail - Apparel & Specialty,Consumer Cyclical,
RHE,Regional Health Properties Inc.,Regional Health Properties,Health Care Providers,Healthcare,
RHI,Robert Half International Inc.,Robert Half International,Employment Services,Industrials,
RHP,Ryman Hospitality Properties Inc. (REIT),Ryman Hospitality Properties (REIT),REITs,Real Estate,
RHS,Invesco S&P 500 Equal Weight Consumer Staples,Invesco S&P 500 Equal Weight Consumer Staples,,,
RHT,Red Hat Inc.,Red Hat,Application Software,Technology,
RIBT,RiceBran Technologies,RiceBran,Consumer Packaged Goods,Consumer Defensive,
RICK,RCI Hospitality Holdings Inc.,RCI Hospitality,Restaurants,Consumer Cyclical,
RIF,RMR Real Estate Income Fund (MD),RMR Real Estate Income Fund (MD),Asset Management,Financial Services,
RIG,Transocean Ltd (Switzerland),Transocean (Switzerland),Oil & Gas - Drilling,Energy,
RIGL,Rigel Pharmaceuticals Inc.,Rigel Pharmaceuticals,Biotechnology,Healthcare,
RILY,B. Riley Financial Inc.,B. Riley Financial,Asset Management,Financial Services,
RINF,ProShares Inflation Expectations,ProShares Inflation Expectations,,,
RIO,Rio Tinto Plc,Rio Tinto Plc,Metals & Mining,Basic Materials,
RIOT,Riot Blockchain Inc,Riot Blockchain,Brokers & Exchanges,Financial Services,
RIV,RiverNorth Opportunities Fund Inc.,RiverNorth Opportunities Fund,Asset Management,Financial Services,
RIVE,Riverview Financial Corporation,Riverview Financial,Banks,Financial Services,
RJA,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Agriculture Total Return Structured Pro,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index Agriculture Total Return Structured Pro,,,
RJF,Raymond James Financial Inc.,Raymond James Financial,Brokers & Exchanges,Financial Services,
RJI,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Total Return Structured Product,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index Total Return Structured Product,,,
RJN,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Energy Total Return Structured Product,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index Energy Total Return Structured Product,,,
RJZ,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Metals Total Return Structured Product,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index Metals Total Return Structured Product,,,
RKDA,Arcadia Biosciences Inc.,Arcadia Biosciences,Agriculture,Basic Materials,
RL,Ralph Lauren Corporation,Ralph Lauren,Manufacturing - Apparel & Furniture,Consumer Cyclical,
RLGT,Radiant Logistics Inc.,Radiant Logistics,Transportation & Logistics,Industrials,
RLGY,Realogy Holdings Corp.,Realogy,Real Estate Services,Real Estate,
RLH,Red Lions Hotels Corporation,Red Lions Hotels,Travel & Leisure,Consumer Cyclical,
RLI,RLI Corp. (DE),RLI (DE),Insurance - Property & Casualty,Financial Services,
RLJ,RLJ Lodging Trust of Beneficial Interest $0.01 par value,RLJ Lodging Trust of Beneficial Interest $0.01 par value,REITs,Real Estate,
RLM,Realm Therapeutics plc,Realm Therapeutics plc,Biotechnology,Healthcare,
RLY,SPDR SSgA Multi Asset Real Return,SPDR SSgA Multi Asset Real Return,,,
RM,Regional Management Corp.,Regional Management,Credit Services,Financial Services,
RMAX,RE/MAX Holdings Inc. Class A,RE/MAX,Real Estate Services,Real Estate,
RMBL,RumbleOn Inc.,RumbleOn,Retail - Apparel & Specialty,Consumer Cyclical,
RMBS,Rambus Inc.,Rambus,Semiconductors,Technology,
RMCF,Rocky Mountain Chocolate Factory Inc.,Rocky Mountain Chocolate Factory,Consumer Packaged Goods,Consumer Defensive,
RMD,ResMed Inc.,ResMed,Medical Instruments & Equipment,Healthcare,
RMED,Ra Medical Systems Inc.,Ra Medical Systems,Medical Devices,Healthcare,
RMNI,Rimini Street Inc.,Rimini Street,Application Software,Technology,
RMR,The RMR Group Inc.,The RMR,Real Estate Services,Real Estate,
RMT,Royce Micro-Cap Trust Inc.,Royce Micro-Cap Trust,Asset Management,Financial Services,
RMTI,Rockwell Medical Inc.,Rockwell Medical,Drug Manufacturers,Healthcare,
RNDB,Randolph Bancorp Inc.,Randolph Bancorp,Banks,Financial Services,
RNET,RigNet Inc.,RigNet,Communication Equipment,Technology,
RNG,Ringcentral Inc. Class A,Ringcentral,Application Software,Technology,
RNGR,Ranger Energy Services Inc. Class A,Ranger Energy Services,Oil & Gas - Services,Energy,
RNN,Rexahn Pharmaceuticals Inc.,Rexahn Pharmaceuticals,Biotechnology,Healthcare,
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,Cohen & Steers Reit and Preferred Income Fund,Asset Management,Financial Services,
RNR,RenaissanceRe Holdings Ltd.,RenaissanceRe,Insurance - Specialty,Financial Services,
RNST,Renasant Corporation,Renasant,Banks,Financial Services,
RNWK,RealNetworks Inc.,RealNetworks,Application Software,Technology,
ROAD,Construction Partners Inc.,Construction Partners,Engineering & Construction,Industrials,
ROAN,Roan Resources Inc. Class A,Roan Resources,Oil & Gas - E&P,Energy,
ROCK,Gibraltar Industries Inc.,Gibraltar Industries,Building Materials,Basic Materials,
ROG,Rogers Corporation,Rogers,Computer Hardware,Technology,
ROIC,Retail Opportunity Investments Corp.,Retail Opportunity Investments,REITs,Real Estate,
ROK,Rockwell Automation Inc.,Rockwell Automation,Industrial Products,Industrials,
ROKU,Roku Inc.,Roku,Communication Services,Communication Services,
ROL,Rollins Inc.,Rollins,Business Services,Industrials,
ROLL,RBC Bearings Incorporated,RBC Bearings Incorporated,Industrial Products,Industrials,
ROM,ProShares Ultra Technology,ProShares Ultra Technology,,,
ROOF,IQ US Real Estate Small Cap,IQ US Real Estate Small Cap,,,
ROP,Roper Technologies Inc.,Roper,Industrial Products,Industrials,
ROSE,Rosehill Resources Inc.,Rosehill Resources,Oil & Gas - E&P,Energy,
ROST,Ross Stores Inc.,Ross Stores,Retail - Apparel & Specialty,Consumer Cyclical,
ROX,Castle Brands Inc.,Castle Brands,Beverages - Alcoholic,Consumer Defensive,
ROYT,Pacific Coast Oil Trust Units of Beneficial Interest,Pacific Coast Oil Trust Units of Beneficial Interest,Oil & Gas - E&P,Energy,
RP,RealPage Inc.,RealPage,Application Software,Technology,
RPAI,Retail Properties of America Inc. Class A,Retail Properties of America,REITs,Real Estate,
RPD,Rapid7 Inc.,Rapid7,Application Software,Technology,
RPG,Invesco S&P 500 Pure Growth,Invesco S&P 500 Pure Growth,,,
RPM,RPM International Inc.,RPM International,Chemicals,Basic Materials,
RPT,RPT Realty,RPT Realty,REITs,Real Estate,
RPV,Invesco S&P 500 Pure Value,Invesco S&P 500 Pure Value,,,
RQI,Cohen & Steers Quality Income Realty Fund Inc,Cohen & Steers Quality Income Realty Fund,Asset Management,Financial Services,
RRC,Range Resources Corporation,Range Resources,Oil & Gas - E&P,Energy,
RRD,R.R. Donnelley & Sons Company,R.R. Donnelley & Sons Company,Business Services,Industrials,
RRGB,Red Robin Gourmet Burgers Inc.,Red Robin Gourmet Burgers,Restaurants,Consumer Cyclical,
RRR,Red Rock Resorts Inc.,Red Rock Resorts,Travel & Leisure,Consumer Cyclical,
RRTS,Roadrunner Transportation Systems Inc,Roadrunner Transportation Systems,Transportation & Logistics,Industrials,
RS,Reliance Steel & Aluminum Co. (DE),Reliance Steel & Aluminum Co. (DE),Steel,Basic Materials,
RSG,Republic Services Inc.,Republic Services,Waste Management,Industrials,
RSP,Invesco S&P 500 Equal Weight,Invesco S&P 500 Equal Weight,,,
RST,Rosetta Stone Inc.,Rosetta Stone,Application Software,Technology,
RSX,VanEck Vectors Russia,VanEck Vectors Russia,,,
RTEC,Rudolph Technologies Inc.,Rudolph,Computer Hardware,Technology,
RTH,VanEck Vectors Retail,VanEck Vectors Retail,,,
RTIX,RTI Surgical Inc.,RTI Surgical,Medical Devices,Healthcare,
RTM,Invesco S&P 500 Equal Weight Materials,Invesco S&P 500 Equal Weight Materials,,,
RTN,Raytheon Company,Raytheon Company,Aerospace & Defense,Industrials,
RTRX,Retrophin Inc.,Retrophin,Drug Manufacturers,Healthcare,
RTTR,Ritter Pharmaceuticals Inc.,Ritter Pharmaceuticals,Biotechnology,Healthcare,
RTW,RTW Retailwinds Inc.,RTW Retailwinds,Retail - Apparel & Specialty,Consumer Cyclical,
RUBI,The Rubicon Project Inc.,The Rubicon Project,Application Software,Technology,
RUBY,Rubius Therapeutics Inc.,Rubius Therapeutics,Biotechnology,Healthcare,
RUN,Sunrun Inc.,Sunrun,Semiconductors,Technology,
RUSHA,Rush Enterprises Inc. Class A Common Stock,Rush Enterprises Common Stock,Autos,Consumer Cyclical,
RUSHB,Rush Enterprises Inc. Class B Common Stock,Rush Enterprises B Common Stock,Autos,Consumer Cyclical,
RUTH,Ruth's Hospitality Group Inc.,Ruth's Hospitality,Restaurants,Consumer Cyclical,
RVEN,Reven Housing REIT Inc.,Reven Housing REIT,REITs,Real Estate,
RVI,Retail Value Inc.,Retail Value,REITs,Real Estate,
RVLT,Revolution Lighting Technologies Inc.,Revolution Lighting,Computer Hardware,Technology,
RVNC,Revance Therapeutics Inc.,Revance Therapeutics,Biotechnology,Healthcare,
RVP,Retractable Technologies Inc.,Retractable,Medical Instruments & Equipment,Healthcare,
RVSB,Riverview Bancorp Inc,Riverview Bancorp,Banks,Financial Services,
RVT,Royce Value Trust Inc.,Royce Value Trust,Asset Management,Financial Services,
RWGE,Regalwood Global Energy Ltd. Class A,Regalwood Global Energy,Conglomerates,Industrials,
RWJ,Oppenheimer S&P SmallCap 600 Revenue,Oppenheimer S&P SmallCap 600 Revenue,,,
RWK,Oppenheimer S&P MidCap 400 Revenue,Oppenheimer S&P MidCap 400 Revenue,,,
RWL,Oppenheimer S&P 500 Revenue,Oppenheimer S&P 500 Revenue,,,
RWLK,ReWalk Robotics Ltd,ReWalk Robotics,Medical Devices,Healthcare,
RWM,ProShares Short Russell2000,ProShares Short Russell2000,,,
RWO,SPDR DJ Wilshire Global Real Estate,SPDR DJ Wilshire Global Real Estate,,,
RWR,SPDR DJ Wilshire REIT,SPDR DJ Wilshire REIT,,,
RWT,Redwood Trust Inc.,Redwood Trust,REITs,Real Estate,
RWW,Oppenheimer S&P Financials Revenue,Oppenheimer S&P Financials Revenue,,,
RWX,SPDR DJ Wilshire Intl Real Estate,SPDR DJ Wilshire Intl Real Estate,,,
RXD,ProShares UltraShort Health Care,ProShares UltraShort Health Care,,,
RXI,iShares Global Consumer Discretionary,iShares Global Consumer Discretionary,,,
RXL,ProShares Ultra Health Care,ProShares Ultra Health Care,,,
RXN,Rexnord Corporation,Rexnord,Industrial Products,Industrials,
RY,Royal Bank Of Canada,Royal Bank Of Canada,Banks,Financial Services,
RYAAY,Ryanair Holdings plc American Depositary Shares each representing five Ordinary Shares,Ryanair plc American Depositary Shares each representing five Ordinary Shares,Airlines,Industrials,
RYAM,Rayonier Advanced Materials Inc.,Rayonier Advanced Materials,Chemicals,Basic Materials,
RYB,RYB Education Inc. American depositary shares each representing one Class A,RYB Education American depositary shares each representing one,Education,Consumer Defensive,
RYE,Invesco S&P 500 Equal Weight Energy,Invesco S&P 500 Equal Weight Energy,,,
RYF,Invesco S&P 500 Equal Weight Financial,Invesco S&P 500 Equal Weight Financial,,,
RYH,Invesco S&P 500 Equal Weight Health Care,Invesco S&P 500 Equal Weight Health Care,,,
RYI,Ryerson Holding Corporation,Ryerson Holding,Industrial Products,Industrials,
RYJ,Invesco Raymond James SB-1 Equity,Invesco Raymond James SB-1 Equity,,,
RYN,Rayonier Inc. REIT,Rayonier REIT,Forest Products,Basic Materials,
RYT,Invesco S&P 500 Equal Weight Technology,Invesco S&P 500 Equal Weight Technology,,,
RYTM,Rhythm Pharmaceuticals Inc.,Rhythm Pharmaceuticals,Biotechnology,Healthcare,
RYU,Invesco S&P 500 Equal Weight Utilities,Invesco S&P 500 Equal Weight Utilities,,,
RZG,Invesco S&P Smallcap 600 Pure Growth,Invesco S&P Smallcap 600 Pure Growth,,,
RZV,Invesco S&P Smallcap 600 Pure Value,Invesco S&P Smallcap 600 Pure Value,,,
S,Sprint Corporation,Sprint,Communication Services,Communication Services,
SA,Seabridge Gold Inc. (Canada),Seabridge Gold (Canada),Metals & Mining,Basic Materials,
SAA,ProShares Ultra SmallCap600,ProShares Ultra SmallCap600,,,
SABR,Sabre Corporation,Sabre,Application Software,Technology,
SACH,Sachem Capital Corp.,Sachem Capital,REITs,Real Estate,
SAEX,SAExploration Holdings Inc.,SAExploration,Oil & Gas - Services,Energy,
SAFE,Safety Income & Growth Inc.,Safety Income & Growth,Real Estate Services,Real Estate,
SAFM,Sanderson Farms Inc.,Sanderson Farms,Consumer Packaged Goods,Consumer Defensive,
SAFT,Safety Insurance Group Inc.,Safety Insurance,Insurance - Property & Casualty,Financial Services,
SAGE,Sage Therapeutics Inc.,Sage Therapeutics,Biotechnology,Healthcare,
SAGG,Direxion Daily Total Bond Market Bear 1X Shares,Direxion Daily Total Bond Market Bear 1X Shares,,,
SAH,Sonic Automotive Inc.,Sonic Automotive,Autos,Consumer Cyclical,
SAIA,Saia Inc.,Saia,Transportation & Logistics,Industrials,
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SCIENCE APPLICATIONS INTERNATIONAL,Application Software,Technology,
SAIL,SailPoint Technologies Holdings Inc.,SailPoint,Application Software,Technology,
SAL,Salisbury Bancorp Inc.,Salisbury Bancorp,Banks,Financial Services,
SALM,Salem Media Group Inc.,Salem Media,Entertainment,Consumer Cyclical,
SALT,Scorpio Bulkers Inc.,Scorpio Bulkers,Transportation & Logistics,Industrials,
SAM,Boston Beer Company Inc. (The),Boston Beer Company (The),Beverages - Alcoholic,Consumer Defensive,
SAMA,Schultze Special Purpose Acquisition Corp.,Schultze Special Purpose Acquisition,Conglomerates,Industrials,
SAMG,Silvercrest Asset Management Group Inc.,Silvercrest Asset Management,Asset Management,Financial Services,
SAN,Banco Santander S.A. Sponsored ADR (Spain),Banco Santander S.A. Sponsored (Spain),Banks,Financial Services,
SAND,Sandstorm Gold Ltd. (Canada),Sandstorm Gold (Canada),Metals & Mining,Basic Materials,
SANM,Sanmina Corporation,Sanmina,Computer Hardware,Technology,
SANW,S&W Seed Company,S&W Seed Company,Consumer Packaged Goods,Consumer Defensive,
SAP,SAP SE ADS,SAP SE ADS,Application Software,Technology,
SAR,Saratoga Investment Corp New,Saratoga Investment New,Asset Management,Financial Services,
SASR,Sandy Spring Bancorp Inc.,Sandy Spring Bancorp,Banks,Financial Services,
SATS,EchoStar Corporation,EchoStar,Communication Equipment,Technology,
SAUC,Diversified Restaurant Holdings Inc.,Diversified Restaurant,Restaurants,Consumer Cyclical,
SAVE,Spirit Airlines Inc.,Spirit Airlines,Airlines,Industrials,
SB,Safe Bulkers Inc ($0.001 par value),Safe Bulkers ($0.001 par value),Transportation & Logistics,Industrials,
SBAC,SBA Communications Corporation,SBA Communications,Communication Services,Communication Services,
SBBP,Strongbridge Biopharma plc,Strongbridge Biopharma plc,Biotechnology,Healthcare,
SBBX,SB One Bancorp,SB One Bancorp,Banks,Financial Services,
SBCF,Seacoast Banking Corporation of Florida,Seacoast Banking of Florida,Banks,Financial Services,
SBFG,SB Financial Group Inc.,SB Financial,Banks,Financial Services,
SBGI,Sinclair Broadcast Group Inc.,Sinclair Broadcast,Entertainment,Consumer Cyclical,
